"","NOME_PROVINCIA","DATA","SESSO","DECESSI","POPOLAZIONE","DECESSI_P10k"
"12760","Lodi",2020-02-12,"FEMMINE",NA,NA,NA
"12761","Lodi",2020-02-12,"MASCHI",NA,NA,NA
"12762","Lodi",2020-02-12,"TOTALE",NA,NA,NA
"12763","Lodi",2020-02-13,"FEMMINE",NA,NA,NA
"12764","Lodi",2020-02-13,"MASCHI",NA,NA,NA
"12765","Lodi",2020-02-13,"TOTALE",NA,NA,NA
"12766","Lodi",2020-02-14,"FEMMINE",NA,NA,NA
"12767","Lodi",2020-02-14,"MASCHI",NA,NA,NA
"12768","Lodi",2020-02-14,"TOTALE",NA,NA,NA
"12769","Lodi",2020-02-15,"FEMMINE",NA,NA,NA
"12770","Lodi",2020-02-15,"MASCHI",NA,NA,NA
"12771","Lodi",2020-02-15,"TOTALE",NA,NA,NA
"12772","Lodi",2020-02-16,"FEMMINE",NA,NA,NA
"12773","Lodi",2020-02-16,"MASCHI",NA,NA,NA
"12774","Lodi",2020-02-16,"TOTALE",NA,NA,NA
"12775","Lodi",2020-02-17,"FEMMINE",NA,NA,NA
"12776","Lodi",2020-02-17,"MASCHI",NA,NA,NA
"12777","Lodi",2020-02-17,"TOTALE",NA,NA,NA
"12778","Lodi",2020-02-18,"FEMMINE",NA,NA,NA
"12779","Lodi",2020-02-18,"MASCHI",NA,NA,NA
"12780","Lodi",2020-02-18,"TOTALE",NA,NA,NA
"12781","Lodi",2020-02-19,"FEMMINE",NA,NA,NA
"12782","Lodi",2020-02-19,"MASCHI",NA,NA,NA
"12783","Lodi",2020-02-19,"TOTALE",NA,NA,NA
"12784","Lodi",2020-02-20,"FEMMINE",NA,NA,NA
"12785","Lodi",2020-02-20,"MASCHI",NA,NA,NA
"12786","Lodi",2020-02-20,"TOTALE",NA,NA,NA
"12787","Lodi",2020-02-21,"FEMMINE",NA,NA,NA
"12788","Lodi",2020-02-21,"MASCHI",NA,NA,NA
"12789","Lodi",2020-02-21,"TOTALE",NA,NA,NA
"12790","Lodi",2020-02-22,"FEMMINE",NA,NA,NA
"12791","Lodi",2020-02-22,"MASCHI",NA,NA,NA
"12792","Lodi",2020-02-22,"TOTALE",NA,NA,NA
"12793","Lodi",2020-02-23,"FEMMINE",NA,NA,NA
"12794","Lodi",2020-02-23,"MASCHI",NA,NA,NA
"12795","Lodi",2020-02-23,"TOTALE",NA,NA,NA
"12796","Lodi",2020-02-24,"FEMMINE",NA,NA,NA
"12797","Lodi",2020-02-24,"MASCHI",NA,NA,NA
"12798","Lodi",2020-02-24,"TOTALE",NA,NA,NA
"12799","Lodi",2020-02-25,"FEMMINE",NA,NA,NA
"12800","Lodi",2020-02-25,"MASCHI",NA,NA,NA
"12801","Lodi",2020-02-25,"TOTALE",NA,NA,NA
"12802","Lodi",2020-02-26,"FEMMINE",NA,NA,NA
"12803","Lodi",2020-02-26,"MASCHI",NA,NA,NA
"12804","Lodi",2020-02-26,"TOTALE",NA,NA,NA
"12805","Lodi",2020-02-27,"FEMMINE",NA,NA,NA
"12806","Lodi",2020-02-27,"MASCHI",NA,NA,NA
"12807","Lodi",2020-02-27,"TOTALE",NA,NA,NA
"12808","Lodi",2020-02-28,"FEMMINE",NA,NA,NA
"12809","Lodi",2020-02-28,"MASCHI",NA,NA,NA
"12810","Lodi",2020-02-28,"TOTALE",NA,NA,NA
"12811","Lodi",2020-02-29,"FEMMINE",NA,NA,NA
"12812","Lodi",2020-02-29,"MASCHI",NA,NA,NA
"12813","Lodi",2020-02-29,"TOTALE",NA,NA,NA
"12814","Lodi",2020-03-01,"FEMMINE",NA,NA,NA
"12815","Lodi",2020-03-01,"MASCHI",NA,NA,NA
"12816","Lodi",2020-03-01,"TOTALE",NA,NA,NA
"12817","Lodi",2020-03-02,"FEMMINE",NA,NA,NA
"12818","Lodi",2020-03-02,"MASCHI",NA,NA,NA
"12819","Lodi",2020-03-02,"TOTALE",NA,NA,NA
"12820","Lodi",2020-03-03,"FEMMINE",NA,NA,NA
"12821","Lodi",2020-03-03,"MASCHI",NA,NA,NA
"12822","Lodi",2020-03-03,"TOTALE",NA,NA,NA
"12823","Lodi",2020-03-04,"FEMMINE",NA,NA,NA
"12824","Lodi",2020-03-04,"MASCHI",NA,NA,NA
"12825","Lodi",2020-03-04,"TOTALE",NA,NA,NA
"12826","Lodi",2020-03-05,"FEMMINE",NA,NA,NA
"12827","Lodi",2020-03-05,"MASCHI",NA,NA,NA
"12828","Lodi",2020-03-05,"TOTALE",NA,NA,NA
"12829","Lodi",2020-03-06,"FEMMINE",NA,NA,NA
"12830","Lodi",2020-03-06,"MASCHI",NA,NA,NA
"12831","Lodi",2020-03-06,"TOTALE",NA,NA,NA
"12832","Lodi",2020-03-07,"FEMMINE",NA,NA,NA
"12833","Lodi",2020-03-07,"MASCHI",NA,NA,NA
"12834","Lodi",2020-03-07,"TOTALE",NA,NA,NA
"12835","Lodi",2020-03-08,"FEMMINE",NA,NA,NA
"12836","Lodi",2020-03-08,"MASCHI",NA,NA,NA
"12837","Lodi",2020-03-08,"TOTALE",NA,NA,NA
"12838","Lodi",2020-03-09,"FEMMINE",NA,NA,NA
"12839","Lodi",2020-03-09,"MASCHI",NA,NA,NA
"12840","Lodi",2020-03-09,"TOTALE",NA,NA,NA
"12841","Lodi",2020-03-10,"FEMMINE",NA,NA,NA
"12842","Lodi",2020-03-10,"MASCHI",NA,NA,NA
"12843","Lodi",2020-03-10,"TOTALE",NA,NA,NA
"12844","Lodi",2020-03-11,"FEMMINE",NA,NA,NA
"12845","Lodi",2020-03-11,"MASCHI",NA,NA,NA
"12846","Lodi",2020-03-11,"TOTALE",NA,NA,NA
"12847","Lodi",2020-03-12,"FEMMINE",NA,NA,NA
"12848","Lodi",2020-03-12,"MASCHI",NA,NA,NA
"12849","Lodi",2020-03-12,"TOTALE",NA,NA,NA
"12850","Lodi",2020-03-13,"FEMMINE",NA,NA,NA
"12851","Lodi",2020-03-13,"MASCHI",NA,NA,NA
"12852","Lodi",2020-03-13,"TOTALE",NA,NA,NA
"12853","Lodi",2020-03-14,"FEMMINE",NA,NA,NA
"12854","Lodi",2020-03-14,"MASCHI",NA,NA,NA
"12855","Lodi",2020-03-14,"TOTALE",NA,NA,NA
"12856","Lodi",2020-03-15,"FEMMINE",NA,NA,NA
"12857","Lodi",2020-03-15,"MASCHI",NA,NA,NA
"12858","Lodi",2020-03-15,"TOTALE",NA,NA,NA
"12859","Lodi",2020-03-16,"FEMMINE",NA,NA,NA
"12860","Lodi",2020-03-16,"MASCHI",NA,NA,NA
"12861","Lodi",2020-03-16,"TOTALE",NA,NA,NA
"12862","Lodi",2020-03-17,"FEMMINE",NA,NA,NA
"12863","Lodi",2020-03-17,"MASCHI",NA,NA,NA
"12864","Lodi",2020-03-17,"TOTALE",NA,NA,NA
"12865","Lodi",2020-03-18,"FEMMINE",NA,NA,NA
"12866","Lodi",2020-03-18,"MASCHI",NA,NA,NA
"12867","Lodi",2020-03-18,"TOTALE",NA,NA,NA
"12868","Lodi",2020-03-19,"FEMMINE",NA,NA,NA
"12869","Lodi",2020-03-19,"MASCHI",NA,NA,NA
"12870","Lodi",2020-03-19,"TOTALE",NA,NA,NA
"12871","Lodi",2020-03-20,"FEMMINE",NA,NA,NA
"12872","Lodi",2020-03-20,"MASCHI",NA,NA,NA
"12873","Lodi",2020-03-20,"TOTALE",NA,NA,NA
"12874","Lodi",2020-03-21,"FEMMINE",NA,NA,NA
"12875","Lodi",2020-03-21,"MASCHI",NA,NA,NA
"12876","Lodi",2020-03-21,"TOTALE",NA,NA,NA
"12877","Lodi",2020-03-22,"FEMMINE",NA,NA,NA
"12878","Lodi",2020-03-22,"MASCHI",NA,NA,NA
"12879","Lodi",2020-03-22,"TOTALE",NA,NA,NA
"12880","Lodi",2020-03-23,"FEMMINE",NA,NA,NA
"12881","Lodi",2020-03-23,"MASCHI",NA,NA,NA
"12882","Lodi",2020-03-23,"TOTALE",NA,NA,NA
"12883","Lodi",2020-03-24,"FEMMINE",NA,NA,NA
"12884","Lodi",2020-03-24,"MASCHI",NA,NA,NA
"12885","Lodi",2020-03-24,"TOTALE",NA,NA,NA
"12886","Lodi",2020-03-25,"FEMMINE",NA,NA,NA
"12887","Lodi",2020-03-25,"MASCHI",NA,NA,NA
"12888","Lodi",2020-03-25,"TOTALE",NA,NA,NA
"12889","Lodi",2020-03-26,"FEMMINE",NA,NA,NA
"12890","Lodi",2020-03-26,"MASCHI",NA,NA,NA
"12891","Lodi",2020-03-26,"TOTALE",NA,NA,NA
"12892","Lodi",2020-03-27,"FEMMINE",NA,NA,NA
"12893","Lodi",2020-03-27,"MASCHI",NA,NA,NA
"12894","Lodi",2020-03-27,"TOTALE",NA,NA,NA
"12895","Lodi",2020-03-28,"FEMMINE",NA,NA,NA
"12896","Lodi",2020-03-28,"MASCHI",NA,NA,NA
"12897","Lodi",2020-03-28,"TOTALE",NA,NA,NA
"12898","Lodi",2020-03-29,"FEMMINE",NA,NA,NA
"12899","Lodi",2020-03-29,"MASCHI",NA,NA,NA
"12900","Lodi",2020-03-29,"TOTALE",NA,NA,NA
"12901","Lodi",2020-03-30,"FEMMINE",NA,NA,NA
"12902","Lodi",2020-03-30,"MASCHI",NA,NA,NA
"12903","Lodi",2020-03-30,"TOTALE",NA,NA,NA
"12904","Lodi",2020-03-31,"FEMMINE",NA,NA,NA
"12905","Lodi",2020-03-31,"MASCHI",NA,NA,NA
"12906","Lodi",2020-03-31,"TOTALE",NA,NA,NA
"12907","Lodi",2020-04-01,"FEMMINE",NA,NA,NA
"12908","Lodi",2020-04-01,"MASCHI",NA,NA,NA
"12909","Lodi",2020-04-01,"TOTALE",NA,NA,NA
"12910","Lodi",2020-04-02,"FEMMINE",NA,NA,NA
"12911","Lodi",2020-04-02,"MASCHI",NA,NA,NA
"12912","Lodi",2020-04-02,"TOTALE",NA,NA,NA
"12913","Lodi",2020-04-03,"FEMMINE",NA,NA,NA
"12914","Lodi",2020-04-03,"MASCHI",NA,NA,NA
"12915","Lodi",2020-04-03,"TOTALE",NA,NA,NA
"12916","Lodi",2020-04-04,"FEMMINE",NA,NA,NA
"12917","Lodi",2020-04-04,"MASCHI",NA,NA,NA
"12918","Lodi",2020-04-04,"TOTALE",NA,NA,NA
"12919","Lodi",2020-04-05,"FEMMINE",NA,NA,NA
"12920","Lodi",2020-04-05,"MASCHI",NA,NA,NA
"12921","Lodi",2020-04-05,"TOTALE",NA,NA,NA
"12922","Lodi",2020-04-06,"FEMMINE",NA,NA,NA
"12923","Lodi",2020-04-06,"MASCHI",NA,NA,NA
"12924","Lodi",2020-04-06,"TOTALE",NA,NA,NA
"12925","Lodi",2020-04-07,"FEMMINE",NA,NA,NA
"12926","Lodi",2020-04-07,"MASCHI",NA,NA,NA
"12927","Lodi",2020-04-07,"TOTALE",NA,NA,NA
"12928","Lodi",2020-04-08,"FEMMINE",NA,NA,NA
"12929","Lodi",2020-04-08,"MASCHI",NA,NA,NA
"12930","Lodi",2020-04-08,"TOTALE",NA,NA,NA
"12931","Lodi",2020-04-09,"FEMMINE",NA,NA,NA
"12932","Lodi",2020-04-09,"MASCHI",NA,NA,NA
"12933","Lodi",2020-04-09,"TOTALE",NA,NA,NA
"12934","Lodi",2020-04-10,"FEMMINE",NA,NA,NA
"12935","Lodi",2020-04-10,"MASCHI",NA,NA,NA
"12936","Lodi",2020-04-10,"TOTALE",NA,NA,NA
"12937","Lodi",2020-04-11,"FEMMINE",NA,NA,NA
"12938","Lodi",2020-04-11,"MASCHI",NA,NA,NA
"12939","Lodi",2020-04-11,"TOTALE",NA,NA,NA
"12940","Lodi",2020-04-12,"FEMMINE",NA,NA,NA
"12941","Lodi",2020-04-12,"MASCHI",NA,NA,NA
"12942","Lodi",2020-04-12,"TOTALE",NA,NA,NA
"12943","Lodi",2020-04-13,"FEMMINE",NA,NA,NA
"12944","Lodi",2020-04-13,"MASCHI",NA,NA,NA
"12945","Lodi",2020-04-13,"TOTALE",NA,NA,NA
"12946","Lodi",2020-04-14,"FEMMINE",NA,NA,NA
"12947","Lodi",2020-04-14,"MASCHI",NA,NA,NA
"12948","Lodi",2020-04-14,"TOTALE",NA,NA,NA
"12949","Lodi",2020-04-15,"FEMMINE",NA,NA,NA
"12950","Lodi",2020-04-15,"MASCHI",NA,NA,NA
"12951","Lodi",2020-04-15,"TOTALE",NA,NA,NA
"12952","Lodi",2020-04-16,"FEMMINE",NA,NA,NA
"12953","Lodi",2020-04-16,"MASCHI",NA,NA,NA
"12954","Lodi",2020-04-16,"TOTALE",NA,NA,NA
"12955","Lodi",2020-04-17,"FEMMINE",NA,NA,NA
"12956","Lodi",2020-04-17,"MASCHI",NA,NA,NA
"12957","Lodi",2020-04-17,"TOTALE",NA,NA,NA
"12958","Lodi",2020-04-18,"FEMMINE",NA,NA,NA
"12959","Lodi",2020-04-18,"MASCHI",NA,NA,NA
"12960","Lodi",2020-04-18,"TOTALE",NA,NA,NA
"12961","Lodi",2020-04-19,"FEMMINE",NA,NA,NA
"12962","Lodi",2020-04-19,"MASCHI",NA,NA,NA
"12963","Lodi",2020-04-19,"TOTALE",NA,NA,NA
"12964","Lodi",2020-04-20,"FEMMINE",NA,NA,NA
"12965","Lodi",2020-04-20,"MASCHI",NA,NA,NA
"12966","Lodi",2020-04-20,"TOTALE",NA,NA,NA
"12967","Lodi",2020-04-21,"FEMMINE",NA,NA,NA
"12968","Lodi",2020-04-21,"MASCHI",NA,NA,NA
"12969","Lodi",2020-04-21,"TOTALE",NA,NA,NA
"12970","Lodi",2020-04-22,"FEMMINE",NA,NA,NA
"12971","Lodi",2020-04-22,"MASCHI",NA,NA,NA
"12972","Lodi",2020-04-22,"TOTALE",NA,NA,NA
"12973","Lodi",2020-04-23,"FEMMINE",NA,NA,NA
"12974","Lodi",2020-04-23,"MASCHI",NA,NA,NA
"12975","Lodi",2020-04-23,"TOTALE",NA,NA,NA
"12976","Lodi",2020-04-24,"FEMMINE",NA,NA,NA
"12977","Lodi",2020-04-24,"MASCHI",NA,NA,NA
"12978","Lodi",2020-04-24,"TOTALE",NA,NA,NA
"12979","Lodi",2020-04-25,"FEMMINE",NA,NA,NA
"12980","Lodi",2020-04-25,"MASCHI",NA,NA,NA
"12981","Lodi",2020-04-25,"TOTALE",NA,NA,NA
"12982","Lodi",2020-04-26,"FEMMINE",NA,NA,NA
"12983","Lodi",2020-04-26,"MASCHI",NA,NA,NA
"12984","Lodi",2020-04-26,"TOTALE",NA,NA,NA
"12985","Lodi",2020-04-27,"FEMMINE",NA,NA,NA
"12986","Lodi",2020-04-27,"MASCHI",NA,NA,NA
"12987","Lodi",2020-04-27,"TOTALE",NA,NA,NA
"12988","Lodi",2020-04-28,"FEMMINE",NA,NA,NA
"12989","Lodi",2020-04-28,"MASCHI",NA,NA,NA
"12990","Lodi",2020-04-28,"TOTALE",NA,NA,NA
"12991","Lodi",2020-04-29,"FEMMINE",NA,NA,NA
"12992","Lodi",2020-04-29,"MASCHI",NA,NA,NA
"12993","Lodi",2020-04-29,"TOTALE",NA,NA,NA
"12994","Lodi",2020-04-30,"FEMMINE",NA,NA,NA
"12995","Lodi",2020-04-30,"MASCHI",NA,NA,NA
"12996","Lodi",2020-04-30,"TOTALE",NA,NA,NA
"12997","Mantova",2015-01-01,"FEMMINE",8,212033,0,377299759943028
"12998","Mantova",2015-01-01,"MASCHI",8,202886,0,394310105182221
"12999","Mantova",2015-01-01,"TOTALE",16,414919,0,385617433764181
"13000","Mantova",2015-01-02,"FEMMINE",8,212028,0,377308657347143
"13001","Mantova",2015-01-02,"MASCHI",4,202881,0,1971599114752
"13002","Mantova",2015-01-02,"TOTALE",12,414910,0,289219348774433
"13003","Mantova",2015-01-03,"FEMMINE",10,212024,0,471644719465721
"13004","Mantova",2015-01-03,"MASCHI",7,202877,0,345036647821094
"13005","Mantova",2015-01-03,"TOTALE",17,414901,0,409736298538688
"13006","Mantova",2015-01-04,"FEMMINE",10,212020,0,471653617583247
"13007","Mantova",2015-01-04,"MASCHI",6,202872,0,29575298710517
"13008","Mantova",2015-01-04,"TOTALE",16,414893,0,385641599159301
"13009","Mantova",2015-01-05,"FEMMINE",10,212015,0,471664740702309
"13010","Mantova",2015-01-05,"MASCHI",7,202868,0,345051954965791
"13011","Mantova",2015-01-05,"TOTALE",17,414884,0,409753087610031
"13012","Mantova",2015-01-06,"FEMMINE",8,212011,0,377338911660244
"13013","Mantova",2015-01-06,"MASCHI",4,202864,0,197176433472671
"13014","Mantova",2015-01-06,"TOTALE",12,414875,0,289243748116903
"13015","Mantova",2015-01-07,"FEMMINE",7,212007,0,330177777148868
"13016","Mantova",2015-01-07,"MASCHI",3,202859,0,147885970058021
"13017","Mantova",2015-01-07,"TOTALE",10,414867,0,241041104739591
"13018","Mantova",2015-01-08,"FEMMINE",11,212002,0,51886302959406
"13019","Mantova",2015-01-08,"MASCHI",10,202855,0,492962953834019
"13020","Mantova",2015-01-08,"TOTALE",21,414858,0,506197301245245
"13021","Mantova",2015-01-09,"FEMMINE",5,211998,0,235851281615864
"13022","Mantova",2015-01-09,"MASCHI",10,202851,0,492972674524651
"13023","Mantova",2015-01-09,"TOTALE",15,414849,0,361577345009871
"13024","Mantova",2015-01-10,"FEMMINE",7,211994,0,330198024472391
"13025","Mantova",2015-01-10,"MASCHI",6,202846,0,295790895556235
"13026","Mantova",2015-01-10,"TOTALE",13,414841,0,313373075467468
"13027","Mantova",2015-01-11,"FEMMINE",9,211990,0,424548327751309
"13028","Mantova",2015-01-11,"MASCHI",6,202842,0,295796728488183
"13029","Mantova",2015-01-11,"TOTALE",15,414832,0,361592162610406
"13030","Mantova",2015-01-12,"FEMMINE",7,211985,0,330212043304951
"13031","Mantova",2015-01-12,"MASCHI",7,202838,0,345102988591881
"13032","Mantova",2015-01-12,"TOTALE",14,414823,0,337493340533191
"13033","Mantova",2015-01-13,"FEMMINE",8,211981,0,377392313462056
"13034","Mantova",2015-01-13,"MASCHI",8,202833,0,394413137901624
"13035","Mantova",2015-01-13,"TOTALE",16,414815,0,385714113520485
"13036","Mantova",2015-01-14,"FEMMINE",8,211977,0,377399434844346
"13037","Mantova",2015-01-14,"MASCHI",9,202829,0,443723530658831
"13038","Mantova",2015-01-14,"TOTALE",17,414806,0,40983013746185
"13039","Mantova",2015-01-15,"FEMMINE",14,211972,0,660464589662786
"13040","Mantova",2015-01-15,"MASCHI",3,202825,0,147910760507827
"13041","Mantova",2015-01-15,"TOTALE",17,414797,0,409839029694043
"13042","Mantova",2015-01-16,"FEMMINE",10,211968,0,471769323671498
"13043","Mantova",2015-01-16,"MASCHI",8,202820,0,394438418301943
"13044","Mantova",2015-01-16,"TOTALE",18,414789,0,433955577414059
"13045","Mantova",2015-01-17,"FEMMINE",9,211964,0,424600403842162
"13046","Mantova",2015-01-17,"MASCHI",10,202816,0,49305774692332
"13047","Mantova",2015-01-17,"TOTALE",19,414780,0,458074159795554
"13048","Mantova",2015-01-18,"FEMMINE",10,211960,0,471787129647103
"13049","Mantova",2015-01-18,"MASCHI",9,202811,0,443762912268072
"13050","Mantova",2015-01-18,"TOTALE",19,414772,0,458082994994841
"13051","Mantova",2015-01-19,"FEMMINE",5,211955,0,235899129532212
"13052","Mantova",2015-01-19,"MASCHI",11,202807,0,542387590171937
"13053","Mantova",2015-01-19,"TOTALE",16,414763,0,385762471580155
"13054","Mantova",2015-01-20,"FEMMINE",9,211951,0,424626446678713
"13055","Mantova",2015-01-20,"MASCHI",5,202803,0,246544676360803
"13056","Mantova",2015-01-20,"TOTALE",14,414754,0,337549487165886
"13057","Mantova",2015-01-21,"FEMMINE",10,211947,0,471816067224353
"13058","Mantova",2015-01-21,"MASCHI",6,202798,0,295860905926094
"13059","Mantova",2015-01-21,"TOTALE",16,414746,0,385778283575972
"13060","Mantova",2015-01-22,"FEMMINE",7,211942,0,330279038604901
"13061","Mantova",2015-01-22,"MASCHI",5,202794,0,246555618016312
"13062","Mantova",2015-01-22,"TOTALE",12,414737,0,289339991368024
"13063","Mantova",2015-01-23,"FEMMINE",9,211938,0,424652492710132
"13064","Mantova",2015-01-23,"MASCHI",7,202790,0,345184673800483
"13065","Mantova",2015-01-23,"TOTALE",16,414728,0,385795027102101
"13066","Mantova",2015-01-24,"FEMMINE",3,211934,0,141553502505497
"13067","Mantova",2015-01-24,"MASCHI",7,202785,0,345193184900264
"13068","Mantova",2015-01-24,"TOTALE",10,414720,0,241126543209877
"13069","Mantova",2015-01-25,"FEMMINE",7,211930,0,330297739819752
"13070","Mantova",2015-01-25,"MASCHI",5,202781,0,24657142434449
"13071","Mantova",2015-01-25,"TOTALE",12,414711,0,289358131325188
"13072","Mantova",2015-01-26,"FEMMINE",11,211925,0,519051551256341
"13073","Mantova",2015-01-26,"MASCHI",4,202777,0,197261030590254
"13074","Mantova",2015-01-26,"TOTALE",15,414702,0,361705513838853
"13075","Mantova",2015-01-27,"FEMMINE",8,211921,0,377499162423733
"13076","Mantova",2015-01-27,"MASCHI",10,202772,0,493164736748664
"13077","Mantova",2015-01-27,"TOTALE",18,414694,0,434054989944393
"13078","Mantova",2015-01-28,"FEMMINE",10,211917,0,471882859798884
"13079","Mantova",2015-01-28,"MASCHI",11,202768,0,542491911938767
"13080","Mantova",2015-01-28,"TOTALE",21,414685,0,506408478724815
"13081","Mantova",2015-01-29,"FEMMINE",9,211912,0,424704594359923
"13082","Mantova",2015-01-29,"MASCHI",9,202764,0,443865774989643
"13083","Mantova",2015-01-29,"TOTALE",18,414676,0,434073831135634
"13084","Mantova",2015-01-30,"FEMMINE",6,211908,0,283141740755422
"13085","Mantova",2015-01-30,"MASCHI",9,202759,0,443876720638788
"13086","Mantova",2015-01-30,"TOTALE",15,414668,0,361735171269546
"13087","Mantova",2015-01-31,"FEMMINE",5,211904,0,235955904560556
"13088","Mantova",2015-01-31,"MASCHI",6,202755,0,295923651697862
"13089","Mantova",2015-01-31,"TOTALE",11,414659,0,265278216558666
"13090","Mantova",2015-02-01,"FEMMINE",10,211900,0,47192071731949
"13091","Mantova",2015-02-01,"MASCHI",5,202751,0,246607908222401
"13092","Mantova",2015-02-01,"TOTALE",15,414651,0,36175000180875
"13093","Mantova",2015-02-02,"FEMMINE",12,211894,0,566320896297205
"13094","Mantova",2015-02-02,"MASCHI",5,202744,0,246616422680819
"13095","Mantova",2015-02-02,"TOTALE",17,414638,0,40999618944718
"13096","Mantova",2015-02-03,"FEMMINE",2,211888,0,0943894887865287
"13097","Mantova",2015-02-03,"MASCHI",5,202738,0,246623721256005
"13098","Mantova",2015-02-03,"TOTALE",7,414626,0,168826846362746
"13099","Mantova",2015-02-04,"FEMMINE",14,211882,0,660745131724262
"13100","Mantova",2015-02-04,"MASCHI",9,202732,0,443935836473768
"13101","Mantova",2015-02-04,"TOTALE",23,414614,0,554732835842494
"13102","Mantova",2015-02-05,"FEMMINE",9,211876,0,4247767562159
"13103","Mantova",2015-02-05,"MASCHI",6,202726,0,295965983642947
"13104","Mantova",2015-02-05,"TOTALE",15,414602,0,361792755461865
"13105","Mantova",2015-02-06,"FEMMINE",11,211870,0,519186293481852
"13106","Mantova",2015-02-06,"MASCHI",9,202720,0,443962115232833
"13107","Mantova",2015-02-06,"TOTALE",20,414590,0,482404303046383
"13108","Mantova",2015-02-07,"FEMMINE",3,211864,0,141600271872522
"13109","Mantova",2015-02-07,"MASCHI",3,202714,0,147991751926359
"13110","Mantova",2015-02-07,"TOTALE",6,414578,0,14472547988557
"13111","Mantova",2015-02-08,"FEMMINE",9,211858,0,424812846340473
"13112","Mantova",2015-02-08,"MASCHI",10,202708,0,493320441225803
"13113","Mantova",2015-02-08,"TOTALE",19,414566,0,458310618815822
"13114","Mantova",2015-02-09,"FEMMINE",8,211852,0,37762211355097
"13115","Mantova",2015-02-09,"MASCHI",10,202701,0,493337477368143
"13116","Mantova",2015-02-09,"TOTALE",18,414554,0,434201575669273
"13117","Mantova",2015-02-10,"FEMMINE",8,211846,0,377632808738423
"13118","Mantova",2015-02-10,"MASCHI",7,202695,0,34534645649868
"13119","Mantova",2015-02-10,"TOTALE",15,414542,0,361845120639163
"13120","Mantova",2015-02-11,"FEMMINE",11,211841,0,519257367553967
"13121","Mantova",2015-02-11,"MASCHI",4,202689,0,197346673968494
"13122","Mantova",2015-02-11,"TOTALE",15,414530,0,361855595493692
"13123","Mantova",2015-02-12,"FEMMINE",8,211835,0,37765241815564
"13124","Mantova",2015-02-12,"MASCHI",3,202683,0,148014386998416
"13125","Mantova",2015-02-12,"TOTALE",11,414518,0,265368452033446
"13126","Mantova",2015-02-13,"FEMMINE",8,211829,0,377663115059789
"13127","Mantova",2015-02-13,"MASCHI",8,202677,0,39471671674635
"13128","Mantova",2015-02-13,"TOTALE",16,414506,0,386001650157054
"13129","Mantova",2015-02-14,"FEMMINE",14,211823,0,660929171997375
"13130","Mantova",2015-02-14,"MASCHI",9,202671,0,444069452462365
"13131","Mantova",2015-02-14,"TOTALE",23,414494,0,554893436334422
"13132","Mantova",2015-02-15,"FEMMINE",6,211817,0,283263383014583
"13133","Mantova",2015-02-15,"MASCHI",11,202665,0,542767621444255
"13134","Mantova",2015-02-15,"TOTALE",17,414482,0,410150501107406
"13135","Mantova",2015-02-16,"FEMMINE",4,211811,0,188847604704194
"13136","Mantova",2015-02-16,"MASCHI",14,202658,0,690819015286838
"13137","Mantova",2015-02-16,"TOTALE",18,414470,0,434289574637489
"13138","Mantova",2015-02-17,"FEMMINE",6,211805,0,283279431552607
"13139","Mantova",2015-02-17,"MASCHI",6,202652,0,296074057991039
"13140","Mantova",2015-02-17,"TOTALE",12,414458,0,289534765887014
"13141","Mantova",2015-02-18,"FEMMINE",6,211799,0,283287456503572
"13142","Mantova",2015-02-18,"MASCHI",6,202646,0,296082824235366
"13143","Mantova",2015-02-18,"TOTALE",12,414446,0,289543149167805
"13144","Mantova",2015-02-19,"FEMMINE",13,211793,0,613806877469983
"13145","Mantova",2015-02-19,"MASCHI",8,202640,0,394788787998421
"13146","Mantova",2015-02-19,"TOTALE",21,414434,0,506715182634629
"13147","Mantova",2015-02-20,"FEMMINE",5,211788,0,236085141745519
"13148","Mantova",2015-02-20,"MASCHI",4,202634,0,197400238854289
"13149","Mantova",2015-02-20,"TOTALE",9,414422,0,217169937889398
"13150","Mantova",2015-02-21,"FEMMINE",10,211782,0,47218366055661
"13151","Mantova",2015-02-21,"MASCHI",8,202628,0,394812168111021
"13152","Mantova",2015-02-21,"TOTALE",18,414410,0,434352452884824
"13153","Mantova",2015-02-22,"FEMMINE",4,211776,0,18887881535207
"13154","Mantova",2015-02-22,"MASCHI",7,202622,0,345470876805085
"13155","Mantova",2015-02-22,"TOTALE",11,414398,0,265445296550659
"13156","Mantova",2015-02-23,"FEMMINE",7,211770,0,330547291873259
"13157","Mantova",2015-02-23,"MASCHI",10,202615,0,493546874614416
"13158","Mantova",2015-02-23,"TOTALE",17,414386,0,410245519877602
"13159","Mantova",2015-02-24,"FEMMINE",13,211764,0,613890935192006
"13160","Mantova",2015-02-24,"MASCHI",3,202609,0,148068447107483
"13161","Mantova",2015-02-24,"TOTALE",16,414374,0,386124612065429
"13162","Mantova",2015-02-25,"FEMMINE",7,211758,0,330566023479632
"13163","Mantova",2015-02-25,"MASCHI",4,202603,0,197430442787126
"13164","Mantova",2015-02-25,"TOTALE",11,414362,0,265468358585005
"13165","Mantova",2015-02-26,"FEMMINE",9,211752,0,425025501530092
"13166","Mantova",2015-02-26,"MASCHI",4,202597,0,197436289777243
"13167","Mantova",2015-02-26,"TOTALE",13,414350,0,31374441896947
"13168","Mantova",2015-02-27,"FEMMINE",9,211746,0,42503754498314
"13169","Mantova",2015-02-27,"MASCHI",9,202591,0,444244808505807
