"","NOME_PROVINCIA","DATA","SESSO","DECESSI","POPOLAZIONE","DECESSI_P10k"
"370","Bergamo",2016-01-04,"FEMMINE",13,559652,0,232287207050095
"371","Bergamo",2016-01-04,"MASCHI",15,548639,0,273403822914521
"372","Bergamo",2016-01-04,"TOTALE",28,1108291,0,25264122870257
"373","Bergamo",2016-01-05,"FEMMINE",15,559651,0,268024179354634
"374","Bergamo",2016-01-05,"MASCHI",10,548637,0,182269879720106
"375","Bergamo",2016-01-05,"TOTALE",25,1108289,0,225572932691744
"376","Bergamo",2016-01-06,"FEMMINE",16,559650,0,285892968819798
"377","Bergamo",2016-01-06,"MASCHI",16,548636,0,291632339110084
"378","Bergamo",2016-01-06,"TOTALE",32,1108287,0,288733874889807
"379","Bergamo",2016-01-07,"FEMMINE",15,559649,0,268025137184199
"380","Bergamo",2016-01-07,"MASCHI",5,548635,0,0911352720843548
"381","Bergamo",2016-01-07,"TOTALE",20,1108285,0,18045899746004
"382","Bergamo",2016-01-08,"FEMMINE",14,559649,0,250156794705253
"383","Bergamo",2016-01-08,"MASCHI",12,548634,0,218725051673793
"384","Bergamo",2016-01-08,"TOTALE",26,1108283,0,234597120049662
"385","Bergamo",2016-01-09,"FEMMINE",21,559648,0,375235862542169
"386","Bergamo",2016-01-09,"MASCHI",21,548632,0,382770235786465
"387","Bergamo",2016-01-09,"TOTALE",42,1108281,0,37896526241991
"388","Bergamo",2016-01-10,"FEMMINE",7,559647,0,125078844342952
"389","Bergamo",2016-01-10,"MASCHI",19,548631,0,346316558852854
"390","Bergamo",2016-01-10,"TOTALE",26,1108279,0,234597966757468
"391","Bergamo",2016-01-11,"FEMMINE",14,559646,0,250158135678625
"392","Bergamo",2016-01-11,"MASCHI",19,548630,0,346317190091683
"393","Bergamo",2016-01-11,"TOTALE",33,1108277,0,297759495144264
"394","Bergamo",2016-01-12,"FEMMINE",18,559645,0,321632463436643
"395","Bergamo",2016-01-12,"MASCHI",11,548629,0,200499791297945
"396","Bergamo",2016-01-12,"TOTALE",29,1108274,0,261668143437453
"397","Bergamo",2016-01-13,"FEMMINE",17,559644,0,303764536026474
"398","Bergamo",2016-01-13,"MASCHI",13,548627,0,236955162615037
"399","Bergamo",2016-01-13,"TOTALE",30,1108272,0,270691671358656
"400","Bergamo",2016-01-14,"FEMMINE",19,559644,0,339501540264883
"401","Bergamo",2016-01-14,"MASCHI",13,548626,0,236955594521587
"402","Bergamo",2016-01-14,"TOTALE",32,1108270,0,288738303842926
"403","Bergamo",2016-01-15,"FEMMINE",16,559643,0,285896544761571
"404","Bergamo",2016-01-15,"MASCHI",14,548625,0,25518341307815
"405","Bergamo",2016-01-15,"TOTALE",30,1108268,0,270692648348594
"406","Bergamo",2016-01-16,"FEMMINE",18,559642,0,321634187569911
"407","Bergamo",2016-01-16,"MASCHI",11,548624,0,200501618594885
"408","Bergamo",2016-01-16,"TOTALE",29,1108266,0,261670032284668
"409","Bergamo",2016-01-17,"FEMMINE",15,559641,0,268028968570923
"410","Bergamo",2016-01-17,"MASCHI",17,548622,0,309867267444616
"411","Bergamo",2016-01-17,"TOTALE",32,1108264,0,288739867035291
"412","Bergamo",2016-01-18,"FEMMINE",21,559640,0,375241226502752
"413","Bergamo",2016-01-18,"MASCHI",30,548621,0,546825586333735
"414","Bergamo",2016-01-18,"TOTALE",51,1108262,0,460179993539434
"415","Bergamo",2016-01-19,"FEMMINE",11,559639,0,196555279385461
"416","Bergamo",2016-01-19,"MASCHI",10,548620,0,182275527687653
"417","Bergamo",2016-01-19,"TOTALE",21,1108260,0,18948622164474
"418","Bergamo",2016-01-20,"FEMMINE",14,559639,0,250161264672405
"419","Bergamo",2016-01-20,"MASCHI",20,548619,0,364551719863876
"420","Bergamo",2016-01-20,"TOTALE",34,1108258,0,306787769634868
"421","Bergamo",2016-01-21,"FEMMINE",16,559638,0,285899099060464
"422","Bergamo",2016-01-21,"MASCHI",17,548617,0,309870091521043
"423","Bergamo",2016-01-21,"TOTALE",33,1108256,0,297765137296798
"424","Bergamo",2016-01-22,"FEMMINE",16,559637,0,28589960992572
"425","Bergamo",2016-01-22,"MASCHI",19,548616,0,346326027676918
"426","Bergamo",2016-01-22,"TOTALE",35,1108253,0,315812364144288
"427","Bergamo",2016-01-23,"FEMMINE",13,559636,0,232293848144151
"428","Bergamo",2016-01-23,"MASCHI",14,548615,0,255188064489669
"429","Bergamo",2016-01-23,"TOTALE",27,1108251,0,243627120571062
"430","Bergamo",2016-01-24,"FEMMINE",17,559635,0,303769421140565
"431","Bergamo",2016-01-24,"MASCHI",10,548614,0,182277521171534
"432","Bergamo",2016-01-24,"TOTALE",27,1108249,0,243627560232403
"433","Bergamo",2016-01-25,"FEMMINE",14,559634,0,250163499715886
"434","Bergamo",2016-01-25,"MASCHI",13,548612,0,236961641378606
"435","Bergamo",2016-01-25,"TOTALE",27,1108247,0,24362799989533
"436","Bergamo",2016-01-26,"FEMMINE",16,559634,0,285901142532441
"437","Bergamo",2016-01-26,"MASCHI",17,548611,0,309873480480705
"438","Bergamo",2016-01-26,"TOTALE",33,1108245,0,297768092795366
"439","Bergamo",2016-01-27,"FEMMINE",12,559633,0,21442624005375
"440","Bergamo",2016-01-27,"MASCHI",18,548610,0,328101930333023
"441","Bergamo",2016-01-27,"TOTALE",30,1108243,0,270698754695495
"442","Bergamo",2016-01-28,"FEMMINE",11,559632,0,196557737942076
"443","Bergamo",2016-01-28,"MASCHI",14,548609,0,255190855417975
"444","Bergamo",2016-01-28,"TOTALE",25,1108241,0,225582702679291
"445","Bergamo",2016-01-29,"FEMMINE",15,559631,0,268033757958369
"446","Bergamo",2016-01-29,"MASCHI",11,548607,0,200507831653625
"447","Bergamo",2016-01-29,"TOTALE",26,1108239,0,23460643417169
"448","Bergamo",2016-01-30,"FEMMINE",12,559630,0,214427389525222
"449","Bergamo",2016-01-30,"MASCHI",15,548606,0,273420268826808
"450","Bergamo",2016-01-30,"TOTALE",27,1108237,0,243630198233771
"451","Bergamo",2016-01-31,"FEMMINE",11,559629,0,196558791628025
"452","Bergamo",2016-01-31,"MASCHI",9,548605,0,164052460331204
"453","Bergamo",2016-01-31,"TOTALE",20,1108235,0,180467139189793
"454","Bergamo",2016-02-01,"FEMMINE",20,559629,0,357379621141864
"455","Bergamo",2016-02-01,"MASCHI",12,548604,0,218737012489883
"456","Bergamo",2016-02-01,"TOTALE",32,1108233,0,288747943798822
"457","Bergamo",2016-02-02,"FEMMINE",16,559633,0,285901653404999
"458","Bergamo",2016-02-02,"MASCHI",13,548609,0,236962937173834
"459","Bergamo",2016-02-02,"TOTALE",29,1108242,0,261675698989932
"460","Bergamo",2016-02-03,"FEMMINE",18,559637,0,321637061166435
"461","Bergamo",2016-02-03,"MASCHI",6,548614,0,10936651270292
"462","Bergamo",2016-02-03,"TOTALE",24,1108252,0,216557245103099
"463","Bergamo",2016-02-04,"FEMMINE",9,559642,0,160817093784955
"464","Bergamo",2016-02-04,"MASCHI",12,548619,0,218731031918326
"465","Bergamo",2016-02-04,"TOTALE",21,1108261,0,18948605066857
"466","Bergamo",2016-02-05,"FEMMINE",10,559646,0,17868438262759
"467","Bergamo",2016-02-05,"MASCHI",14,548624,0,255183878211671
"468","Bergamo",2016-02-05,"TOTALE",24,1108271,0,216553532484383
"469","Bergamo",2016-02-06,"FEMMINE",5,559651,0,0893413931182112
"470","Bergamo",2016-02-06,"MASCHI",20,548629,0,364545075087172
"471","Bergamo",2016-02-06,"TOTALE",25,1108280,0,225574764499946
"472","Bergamo",2016-02-07,"FEMMINE",18,559655,0,321626716459247
"473","Bergamo",2016-02-07,"MASCHI",12,548635,0,218724653002452
"474","Bergamo",2016-02-07,"TOTALE",30,1108290,0,270687274991203
"475","Bergamo",2016-02-08,"FEMMINE",11,559659,0,196548255276874
"476","Bergamo",2016-02-08,"MASCHI",11,548640,0,200495771361913
"477","Bergamo",2016-02-08,"TOTALE",22,1108300,0,1985022105928
"478","Bergamo",2016-02-09,"FEMMINE",18,559664,0,321621544355185
"479","Bergamo",2016-02-09,"MASCHI",20,548645,0,364534443948273
"480","Bergamo",2016-02-09,"TOTALE",38,1108309,0,342864670412313
"481","Bergamo",2016-02-10,"FEMMINE",15,559668,0,268016038079719
"482","Bergamo",2016-02-10,"MASCHI",15,548650,0,273398341383396
"483","Bergamo",2016-02-10,"TOTALE",30,1108319,0,270680192255118
"484","Bergamo",2016-02-11,"FEMMINE",10,559673,0,178675762454147
"485","Bergamo",2016-02-11,"MASCHI",17,548655,0,309848629831132
"486","Bergamo",2016-02-11,"TOTALE",27,1108328,0,243610194815975
"487","Bergamo",2016-02-12,"FEMMINE",21,559677,0,375216419470516
"488","Bergamo",2016-02-12,"MASCHI",16,548660,0,291619582254948
"489","Bergamo",2016-02-12,"TOTALE",37,1108338,0,333833180852772
"490","Bergamo",2016-02-13,"FEMMINE",11,559681,0,196540529337247
"491","Bergamo",2016-02-13,"MASCHI",24,548666,0,437424589823317
"492","Bergamo",2016-02-13,"TOTALE",35,1108348,0,315785294871286
"493","Bergamo",2016-02-14,"FEMMINE",16,559686,0,285874579675032
"494","Bergamo",2016-02-14,"MASCHI",8,548671,0,145806867867994
"495","Bergamo",2016-02-14,"TOTALE",24,1108357,0,216536729591639
"496","Bergamo",2016-02-15,"FEMMINE",17,559690,0,303739570119173
"497","Bergamo",2016-02-15,"MASCHI",10,548676,0,18225692394054
"498","Bergamo",2016-02-15,"TOTALE",27,1108367,0,243601622928146
"499","Bergamo",2016-02-16,"FEMMINE",18,559695,0,321603730603275
"500","Bergamo",2016-02-16,"MASCHI",13,548681,0,236931841999267
"501","Bergamo",2016-02-16,"TOTALE",31,1108376,0,279688481165236
"502","Bergamo",2016-02-17,"FEMMINE",13,559699,0,232267701032162
"503","Bergamo",2016-02-17,"MASCHI",18,548686,0,328056484036407
"504","Bergamo",2016-02-17,"TOTALE",31,1108386,0,279685957780051
"505","Bergamo",2016-02-18,"FEMMINE",19,559704,0,339465145862813
"506","Bergamo",2016-02-18,"MASCHI",15,548691,0,273377912158209
"507","Bergamo",2016-02-18,"TOTALE",34,1108395,0,306749850008345
"508","Bergamo",2016-02-19,"FEMMINE",17,559708,0,303729801968169
"509","Bergamo",2016-02-19,"MASCHI",9,548697,0,164024953662951
"510","Bergamo",2016-02-19,"TOTALE",26,1108405,0,234571298397246
"511","Bergamo",2016-02-20,"FEMMINE",12,559712,0,214395975072895
"512","Bergamo",2016-02-20,"MASCHI",13,548702,0,236922774110537
"513","Bergamo",2016-02-20,"TOTALE",25,1108415,0,225547290500399
"514","Bergamo",2016-02-21,"FEMMINE",13,559717,0,232260231509852
"515","Bergamo",2016-02-21,"MASCHI",6,548707,0,10934797624233
"516","Bergamo",2016-02-21,"TOTALE",19,1108424,0,171414548945169
"517","Bergamo",2016-02-22,"FEMMINE",15,559721,0,26799065963221
"518","Bergamo",2016-02-22,"MASCHI",13,548712,0,236918456312237
"519","Bergamo",2016-02-22,"TOTALE",28,1108434,0,252608635245761
"520","Bergamo",2016-02-23,"FEMMINE",9,559726,0,160792959412284
"521","Bergamo",2016-02-23,"MASCHI",12,548717,0,218691966897326
"522","Bergamo",2016-02-23,"TOTALE",21,1108443,0,189454938142963
"523","Bergamo",2016-02-24,"FEMMINE",16,559730,0,285852107266003
"524","Bergamo",2016-02-24,"MASCHI",17,548722,0,309810796724024
"525","Bergamo",2016-02-24,"TOTALE",33,1108453,0,297712216936577
"526","Bergamo",2016-02-25,"FEMMINE",15,559734,0,267984435463988
"527","Bergamo",2016-02-25,"MASCHI",21,548728,0,382703270108323
"528","Bergamo",2016-02-25,"TOTALE",36,1108463,0,324774033955125
"529","Bergamo",2016-02-26,"FEMMINE",14,559739,0,250116572188109
"530","Bergamo",2016-02-26,"MASCHI",16,548733,0,291580787012992
"531","Bergamo",2016-02-26,"TOTALE",30,1108472,0,270642830851839
"532","Bergamo",2016-02-27,"FEMMINE",13,559743,0,23224944304797
"533","Bergamo",2016-02-27,"MASCHI",12,548738,0,218683597636759
"534","Bergamo",2016-02-27,"TOTALE",25,1108482,0,225533657740947
"535","Bergamo",2016-02-28,"FEMMINE",15,559748,0,267977732836919
"536","Bergamo",2016-02-28,"MASCHI",14,548743,0,255128539225102
"537","Bergamo",2016-02-28,"TOTALE",29,1108491,0,261616918856355
"538","Bergamo",2016-02-29,"FEMMINE",19,559752,0,339436035958782
"539","Bergamo",2016-02-29,"MASCHI",13,548748,0,236902913541371
"540","Bergamo",2016-02-29,"TOTALE",32,1108501,0,288678133804119
"541","Bergamo",2016-03-01,"FEMMINE",18,559757,0,321568109018735
"542","Bergamo",2016-03-01,"MASCHI",13,548754,0,236900323277826
"543","Bergamo",2016-03-01,"TOTALE",31,1108511,0,279654419306619
"544","Bergamo",2016-03-02,"FEMMINE",13,559752,0,232245708813903
"545","Bergamo",2016-03-02,"MASCHI",16,548749,0,291572285325349
"546","Bergamo",2016-03-02,"TOTALE",29,1108501,0,261614558759983
"547","Bergamo",2016-03-03,"FEMMINE",11,559748,0,196517004080408
"548","Bergamo",2016-03-03,"MASCHI",16,548744,0,29157494204948
"549","Bergamo",2016-03-03,"TOTALE",27,1108492,0,243574152993436
"550","Bergamo",2016-03-04,"FEMMINE",21,559743,0,375172177231337
"551","Bergamo",2016-03-04,"MASCHI",14,548739,0,255130398969273
"552","Bergamo",2016-03-04,"TOTALE",35,1108483,0,31574683599117
"553","Bergamo",2016-03-05,"FEMMINE",12,559739,0,214385633304094
"554","Bergamo",2016-03-05,"MASCHI",20,548734,0,364475319553736
"555","Bergamo",2016-03-05,"TOTALE",32,1108474,0,288685165371493
"556","Bergamo",2016-03-06,"FEMMINE",19,559735,0,339446345145471
"557","Bergamo",2016-03-06,"MASCHI",13,548729,0,2369111164163
"558","Bergamo",2016-03-06,"TOTALE",32,1108465,0,288687509303406
"559","Bergamo",2016-03-07,"FEMMINE",16,559730,0,285852107266003
"560","Bergamo",2016-03-07,"MASCHI",15,548725,0,273360973165064
"561","Bergamo",2016-03-07,"TOTALE",31,1108455,0,279668547663189
"562","Bergamo",2016-03-08,"FEMMINE",11,559726,0,196524728170569
"563","Bergamo",2016-03-08,"MASCHI",10,548720,0,182242309374544
"564","Bergamo",2016-03-08,"TOTALE",21,1108446,0,189454425384728
"565","Bergamo",2016-03-09,"FEMMINE",12,559721,0,214392527705768
"566","Bergamo",2016-03-09,"MASCHI",12,548715,0,218692764003171
"567","Bergamo",2016-03-09,"TOTALE",24,1108437,0,216521101334582
"568","Bergamo",2016-03-10,"FEMMINE",18,559717,0,321591089782872
"569","Bergamo",2016-03-10,"MASCHI",12,548710,0,218694756793206
"570","Bergamo",2016-03-10,"TOTALE",30,1108428,0,270653574251102
"571","Bergamo",2016-03-11,"FEMMINE",8,559713,0,142930394684419
"572","Bergamo",2016-03-11,"MASCHI",18,548705,0,328045124429338
"573","Bergamo",2016-03-11,"TOTALE",26,1108419,0,234568335620375
"574","Bergamo",2016-03-12,"FEMMINE",14,559708,0,250130425150257
"575","Bergamo",2016-03-12,"MASCHI",18,548701,0,328047515860186
"576","Bergamo",2016-03-12,"TOTALE",32,1108409,0,288702094623916
"577","Bergamo",2016-03-13,"FEMMINE",16,559704,0,285865385989737
"578","Bergamo",2016-03-13,"MASCHI",10,548696,0,182250280665432
"579","Bergamo",2016-03-13,"TOTALE",26,1108400,0,234572356549982
"580","Bergamo",2016-03-14,"FEMMINE",13,559699,0,232267701032162
"581","Bergamo",2016-03-14,"MASCHI",15,548691,0,273377912158209
"582","Bergamo",2016-03-14,"TOTALE",28,1108391,0,252618435191192
"583","Bergamo",2016-03-15,"FEMMINE",16,559695,0,285869982758467
"584","Bergamo",2016-03-15,"MASCHI",14,548686,0,255155043139428
"585","Bergamo",2016-03-15,"TOTALE",30,1108382,0,270664806898705
"586","Bergamo",2016-03-16,"FEMMINE",16,559691,0,285872025814244
"587","Bergamo",2016-03-16,"MASCHI",21,548681,0,382736052460355
"588","Bergamo",2016-03-16,"TOTALE",37,1108373,0,333822639129607
"589","Bergamo",2016-03-17,"FEMMINE",12,559686,0,214405934756274
"590","Bergamo",2016-03-17,"MASCHI",7,548677,0,127579614235698
"591","Bergamo",2016-03-17,"TOTALE",19,1108363,0,171423982936998
"592","Bergamo",2016-03-18,"FEMMINE",13,559682,0,23227475602217
"593","Bergamo",2016-03-18,"MASCHI",10,548672,0,18225825265368
"594","Bergamo",2016-03-18,"TOTALE",23,1108354,0,207514927541201
"595","Bergamo",2016-03-19,"FEMMINE",21,559678,0,375215749055707
"596","Bergamo",2016-03-19,"MASCHI",14,548667,0,255163879001289
"597","Bergamo",2016-03-19,"TOTALE",35,1108345,0,315786149619478
"598","Bergamo",2016-03-20,"FEMMINE",10,559673,0,178675762454147
"599","Bergamo",2016-03-20,"MASCHI",16,548662,0,291618519234064
"600","Bergamo",2016-03-20,"TOTALE",26,1108336,0,234585901748206
"601","Bergamo",2016-03-21,"FEMMINE",18,559669,0,321618671035916
"602","Bergamo",2016-03-21,"MASCHI",12,548657,0,218715882600605
"603","Bergamo",2016-03-21,"TOTALE",30,1108327,0,270678238462115
"604","Bergamo",2016-03-22,"FEMMINE",14,559664,0,250150090054032
"605","Bergamo",2016-03-22,"MASCHI",17,548653,0,309849759319643
"606","Bergamo",2016-03-22,"TOTALE",31,1108317,0,279703370064702
"607","Bergamo",2016-03-23,"FEMMINE",19,559660,0,339491834327985
"608","Bergamo",2016-03-23,"MASCHI",9,548648,0,164039602805442
"609","Bergamo",2016-03-23,"TOTALE",28,1108308,0,252637353515449
"610","Bergamo",2016-03-24,"FEMMINE",15,559656,0,268021784810669
"611","Bergamo",2016-03-24,"MASCHI",14,548643,0,255175040964707
"612","Bergamo",2016-03-24,"TOTALE",29,1108299,0,26166224096566
"613","Bergamo",2016-03-25,"FEMMINE",11,559651,0,196551064860065
"614","Bergamo",2016-03-25,"MASCHI",18,548638,0,328085185495718
"615","Bergamo",2016-03-25,"TOTALE",29,1108290,0,261664365824829
"616","Bergamo",2016-03-26,"FEMMINE",14,559647,0,250157688685904
"617","Bergamo",2016-03-26,"MASCHI",8,548633,0,145816966897726
"618","Bergamo",2016-03-26,"TOTALE",22,1108281,0,198505613648524
"619","Bergamo",2016-03-27,"FEMMINE",17,559642,0,303765621593805
"620","Bergamo",2016-03-27,"MASCHI",12,548629,0,218727045052303
"621","Bergamo",2016-03-27,"TOTALE",29,1108271,0,261668851751963
"622","Bergamo",2016-03-28,"FEMMINE",8,559638,0,142949549530232
"623","Bergamo",2016-03-28,"MASCHI",12,548624,0,218729038467147
"624","Bergamo",2016-03-28,"TOTALE",20,1108262,0,180462742564484
"625","Bergamo",2016-03-29,"FEMMINE",13,559634,0,232294678307608
"626","Bergamo",2016-03-29,"MASCHI",14,548619,0,255186203904713
"627","Bergamo",2016-03-29,"TOTALE",27,1108253,0,243626680911308
"628","Bergamo",2016-03-30,"FEMMINE",11,559629,0,196558791628025
"629","Bergamo",2016-03-30,"MASCHI",16,548614,0,291644033874455
"630","Bergamo",2016-03-30,"TOTALE",27,1108244,0,243628659392697
"631","Bergamo",2016-03-31,"FEMMINE",9,559625,0,160821979003797
"632","Bergamo",2016-03-31,"MASCHI",13,548609,0,236962937173834
"633","Bergamo",2016-03-31,"TOTALE",22,1108235,0,198513853108772
"634","Bergamo",2016-04-01,"FEMMINE",19,559621,0,339515493521508
"635","Bergamo",2016-04-01,"MASCHI",12,548605,0,218736613774938
"636","Bergamo",2016-04-01,"TOTALE",31,1108226,0,279726337407713
"637","Bergamo",2016-04-02,"FEMMINE",9,559620,0,160823415889353
"638","Bergamo",2016-04-02,"MASCHI",14,548605,0,255192716070761
"639","Bergamo",2016-04-02,"TOTALE",23,1108225,0,207539082767489
"640","Bergamo",2016-04-03,"FEMMINE",12,559619,0,214431604359395
"641","Bergamo",2016-04-03,"MASCHI",14,548605,0,255192716070761
"642","Bergamo",2016-04-03,"TOTALE",26,1108224,0,23460960960961
"643","Bergamo",2016-04-04,"FEMMINE",7,559618,0,125085326061706
"644","Bergamo",2016-04-04,"MASCHI",16,548605,0,291648818366584
"645","Bergamo",2016-04-04,"TOTALE",23,1108223,0,20753945731139
"646","Bergamo",2016-04-05,"FEMMINE",21,559617,0,375256648743694
"647","Bergamo",2016-04-05,"MASCHI",21,548605,0,382789074106142
"648","Bergamo",2016-04-05,"TOTALE",42,1108222,0,37898543793572
"649","Bergamo",2016-04-06,"FEMMINE",13,559616,0,232302150045746
"650","Bergamo",2016-04-06,"MASCHI",15,548605,0,273420767218673
"651","Bergamo",2016-04-06,"TOTALE",28,1108222,0,252656958623814
"652","Bergamo",2016-04-07,"FEMMINE",13,559615,0,232302565156402
"653","Bergamo",2016-04-07,"MASCHI",10,548606,0,182280179217872
"654","Bergamo",2016-04-07,"TOTALE",23,1108221,0,207539831856642
"655","Bergamo",2016-04-08,"FEMMINE",13,559614,0,232302980268542
"656","Bergamo",2016-04-08,"MASCHI",20,548606,0,364560358435744
"657","Bergamo",2016-04-08,"TOTALE",33,1108220,0,297774810055765
"658","Bergamo",2016-04-09,"FEMMINE",13,559613,0,232303395382166
"659","Bergamo",2016-04-09,"MASCHI",11,548606,0,200508197139659
"660","Bergamo",2016-04-09,"TOTALE",24,1108219,0,216563693638171
"661","Bergamo",2016-04-10,"FEMMINE",15,559612,0,268042858266084
"662","Bergamo",2016-04-10,"MASCHI",14,548606,0,255192250905021
"663","Bergamo",2016-04-10,"TOTALE",29,1108219,0,26168112981279
"664","Bergamo",2016-04-11,"FEMMINE",13,559611,0,232304225613864
"665","Bergamo",2016-04-11,"MASCHI",13,548606,0,236964232983234
"666","Bergamo",2016-04-11,"TOTALE",26,1108218,0,234610879808846
"667","Bergamo",2016-04-12,"FEMMINE",13,559610,0,232304640731938
"668","Bergamo",2016-04-12,"MASCHI",14,548606,0,255192250905021
"669","Bergamo",2016-04-12,"TOTALE",27,1108217,0,243634595029674
"670","Bergamo",2016-04-13,"FEMMINE",8,559609,0,142956957447075
"671","Bergamo",2016-04-13,"MASCHI",9,548607,0,164051862262056
"672","Bergamo",2016-04-13,"TOTALE",17,1108216,0,15339969825377
"673","Bergamo",2016-04-14,"FEMMINE",7,559608,0,125087561292905
"674","Bergamo",2016-04-14,"MASCHI",21,548607,0,382787678611465
"675","Bergamo",2016-04-14,"TOTALE",28,1108216,0,252658326535621
"676","Bergamo",2016-04-15,"FEMMINE",20,559607,0,357393670915482
"677","Bergamo",2016-04-15,"MASCHI",8,548607,0,145823877566272
"678","Bergamo",2016-04-15,"TOTALE",28,1108215,0,252658554522363
"679","Bergamo",2016-04-16,"FEMMINE",11,559607,0,196566519003515
"680","Bergamo",2016-04-16,"MASCHI",15,548607,0,273419770436761
"681","Bergamo",2016-04-16,"TOTALE",26,1108214,0,234611726615979
"682","Bergamo",2016-04-17,"FEMMINE",13,559606,0,232306301219072
"683","Bergamo",2016-04-17,"MASCHI",9,548607,0,164051862262056
"684","Bergamo",2016-04-17,"TOTALE",22,1108213,0,198517793961991
"685","Bergamo",2016-04-18,"FEMMINE",12,559605,0,214436968933444
"686","Bergamo",2016-04-18,"MASCHI",9,548607,0,164051862262056
"687","Bergamo",2016-04-18,"TOTALE",21,1108212,0,189494428863791
"688","Bergamo",2016-04-19,"FEMMINE",15,559604,0,26804669015947
"689","Bergamo",2016-04-19,"MASCHI",10,548608,0,18227951469902
"690","Bergamo",2016-04-19,"TOTALE",25,1108212,0,225588605790228
"691","Bergamo",2016-04-20,"FEMMINE",9,559603,0,160828301492308
"692","Bergamo",2016-04-20,"MASCHI",14,548608,0,255191320578628
"693","Bergamo",2016-04-20,"TOTALE",23,1108211,0,207541704603185
"694","Bergamo",2016-04-21,"FEMMINE",10,559602,0,178698432099957
"695","Bergamo",2016-04-21,"MASCHI",16,548608,0,291647223518432
"696","Bergamo",2016-04-21,"TOTALE",26,1108210,0,234612573429224
"697","Bergamo",2016-04-22,"FEMMINE",16,559601,0,285918002290918
"698","Bergamo",2016-04-22,"MASCHI",12,548608,0,218735417638824
"699","Bergamo",2016-04-22,"TOTALE",28,1108209,0,252659922451451
