"","NOME_COMUNE","NOME_PROVINCIA","DECESSI_HIGH","DECESSI_LOW","AVG","longitudine","latitudine"
"840","Miradolo Terme","Pavia",26,26,26,9.44317001,45.17163506
"841","Misano di Gera d'Adda","Bergamo",22,22,22,9.62059954,45.4685511
"842","Misinto","Monza e della Brianza",11,0,11,9.07747501,45.66463093
"843","Missaglia","Lecco",40,40,40,9.33430617,45.70851014
"844","Moggio","Lecco",2,0,2,9.49003943,45.93125375
"845","Moglia","Mantova",32,32,32,10.91192569,44.93033909
"846","Moio de' Calvi","Bergamo",1,0,1,9.70058412,45.95144174
"847","Molteno","Lecco",12,12,12,9.30658657,45.77706657
"848","Moltrasio","Como",5,1,5,9.09584337,45.85915189
"849","Monasterolo del Castello","Bergamo",2,0,2,9.93135584,45.76326118
"850","Monguzzo","Como",3,0,3,9.23216904,45.7828265
"851","Moniga del Garda","Brescia",20,20,20,10.53704308,45.53051675
"852","Monno","Brescia",0,0,0,10.33803738,46.21261535
"853","Montagna in Valtellina","Sondrio",18,18,18,9.90064979,46.17824643
"854","Montalto Pavese","Pavia",3,0,3,9.20733549,44.97961147
"855","Montanaso Lombardo","Lodi",6,6,6,9.46308821,45.33528152
"856","Montano Lucino","Como",9,1,9,9.0412798,45.78630139
"857","Monte Cremasco","Cremona",16,16,16,9.57285773,45.37223703
"858","Monte Isola","Brescia",6,0,6,10.07929693,45.71498601
"859","Monte Marenzo","Lecco",3,0,3,9.4535331,45.77093551
"860","Montebello della Battaglia","Pavia",16,16,16,9.10100735,44.99970083
"861","Montecalvo Versiggia","Pavia",0,0,0,9.28398668,44.97040409
"862","Montegrino Valtravaglia","Varese",3,0,3,8.76812149,45.97345415
"863","Montello","Bergamo",36,36,36,9.8050649,45.67091191
"864","Montemezzo","Como",1,0,1,9.3769807,46.17849115
"865","Montescano","Pavia",1,0,1,9.29733537,45.03180352
"866","Montesegale","Pavia",1,0,1,9.12689667,44.90637183
"867","Montevecchia","Lecco",3,0,3,9.38064669,45.70546046
"868","Monticelli Brusati","Brescia",4,0,4,10.09789844,45.63426021
"869","Monticelli Pavese","Pavia",1,0,1,9.51274019,45.11050666
"870","Monticello Brianza","Lecco",30,30,30,9.31503825,45.71068694
"871","Montichiari","Brescia",36,14,36,10.39528281,45.41224627
"872","Montirone","Brescia",36,36,36,10.23111054,45.44377294
"873","Montodine","Cremona",4,0,4,9.71079969,45.28626458
"874","Montorfano","Como",6,0,6,9.14449546,45.78540322
"875","Montù Beccaria","Pavia",20,20,20,9.31241837,45.03883483
"876","Monvalle","Varese",5,2,5,8.63204654,45.85759299
"877","Monza","Monza e della Brianza",412,412,412,9.27358247,45.58439043
"878","Monzambano","Mantova",8,8,8,10.69313808,45.38711484
"879","Morazzone","Varese",10,10,10,8.82937436,45.76916148
"880","Morbegno","Sondrio",52,52,52,9.56978082,46.13045582
"881","Morengo","Bergamo",6,0,6,9.7022097,45.53200212
"882","Morimondo","Milano",3,0,3,8.95607819,45.35379301
"883","Mornago","Varese",7,0,7,8.75239721,45.74759383
"884","Mornico al Serio","Bergamo",2,0,2,9.80871213,45.590549
"885","Mornico Losana","Pavia",1,0,1,9.20647093,45.00921957
"886","Mortara","Pavia",138,138,138,8.73806527,45.25183779
"887","Morterone","Lecco",0,0,0,9.4827586,45.87625364
"888","Moscazzano","Cremona",3,0,3,9.68132273,45.29357867
"889","Motta Baluffi","Cremona",10,10,10,10.25959107,45.05446451
"890","Motta Visconti","Milano",19,4,19,8.99299798,45.29019224
"891","Motteggiana","Mantova",4,4,4,10.76444048,45.03144077
"892","Mozzanica","Bergamo",24,24,24,9.69375604,45.47709603
"893","Mozzate","Como",13,4,13,8.95594336,45.67498965
"894","Mozzo","Bergamo",11,3,11,9.60902504,45.7001771
"895","Muggiò","Monza e della Brianza",30,18,30,9.22956006,45.59366403
"896","Mulazzano","Lodi",28,28,28,9.39792838,45.37214807
"897","Mura","Brescia",1,0,1,10.34201401,45.71306707
"898","Muscoline","Brescia",5,0,5,10.46032704,45.56438947
"899","Musso","Como",2,0,2,9.27367815,46.11081893
"900","Nave","Brescia",46,46,46,10.2790453,45.58467547
"901","Nembro","Bergamo",304,304,304,9.75892641,45.74353321
"902","Nerviano","Milano",38,19,38,8.97084999,45.55398759
"903","Nesso","Como",4,0,4,9.15900161,45.91072746
"904","Niardo","Brescia",4,0,4,10.33589978,45.97872723
"905","Nibionno","Lecco",6,0,6,9.26395748,45.75311856
"906","Nicorvo","Pavia",0,0,0,8.66718852,45.2851465
"907","Nosate","Milano",2,0,2,8.72646999,45.55078138
"908","Nova Milanese","Monza e della Brianza",86,86,86,9.20171692,45.58698631
"909","Novate Mezzola","Sondrio",6,2,6,9.4468224,46.22198251
"910","Novate Milanese","Milano",50,50,50,9.13588075,45.53282247
"911","Novedrate","Como",5,0,5,9.12348667,45.69757654
"912","Noviglio","Milano",14,14,14,9.07078309,45.35609013
"913","Nuvolento","Brescia",6,0,6,10.38327962,45.54783467
"914","Nuvolera","Brescia",8,8,8,10.37015909,45.53332556
"915","Odolo","Brescia",6,0,6,10.38824584,45.64856079
"916","Offanengo","Cremona",70,70,70,9.74131684,45.38160349
"917","Offlaga","Brescia",4,0,4,10.11630783,45.38652358
"918","Oggiona con Santo Stefano","Varese",9,0,9,8.81846582,45.69730244
"919","Oggiono","Lecco",18,6,18,9.3509846,45.7919073
"920","Olevano di Lomellina","Pavia",2,0,2,8.71747483,45.21321772
"921","Olgiate Comasco","Como",24,24,24,8.96748481,45.78582872
"922","Olgiate Molgora","Lecco",34,34,34,9.40299197,45.72978003
"923","Olgiate Olona","Varese",24,24,24,8.89079261,45.62776512
"924","Olginate","Lecco",30,30,30,9.41032434,45.80227987
"925","Oliva Gessi","Pavia",0,0,0,9.17362666,45.00533323
"926","Oliveto Lario","Lecco",4,0,4,9.28396721,45.92997974
"927","Olmeneta","Cremona",1,0,1,10.02474325,45.23446724
"928","Olmo al Brembo","Bergamo",1,0,1,9.64893935,45.96953727
"929","Oltre il Colle","Bergamo",18,18,18,9.76684312,45.89272446
"930","Oltressenda Alta","Bergamo",1,0,1,9.94421623,45.91448234
"931","Oltrona di San Mamette","Como",3,0,3,8.97597509,45.75805508
"932","Ome","Brescia",20,20,20,10.12416033,45.62489528
"933","Oneta","Bergamo",2,0,2,9.81927675,45.87142446
"934","Ono San Pietro","Brescia",2,0,2,10.32924402,46.01645153
"935","Onore","Bergamo",2,0,2,10.00997787,45.89257892
"936","Opera","Milano",23,6,23,9.21145887,45.37791048
"937","Origgio","Varese",14,0,14,9.01782113,45.59963152
"938","Orino","Varese",2,0,2,8.7129267,45.88178979
"939","Orio al Serio","Bergamo",4,0,4,9.69151337,45.67573293
"940","Orio Litta","Lodi",3,0,3,9.55531306,45.15721239
"941","Ornago","Monza e della Brianza",14,14,14,9.42200943,45.59832193
"942","Ornica","Bergamo",0,0,0,9.57845482,45.98891231
"943","Orsenigo","Como",3,0,3,9.18506195,45.77829952
"944","Orzinuovi","Brescia",200,200,200,9.92176686,45.4024979
"945","Orzivecchi","Brescia",34,34,34,9.96045414,45.42088848
"946","Osio Sopra","Bergamo",44,44,44,9.5919245,45.62977209
"947","Osio Sotto","Bergamo",126,126,126,9.59270829,45.61618219
"948","Osnago","Lecco",12,12,12,9.3880166,45.67573447
"949","Ospedaletto Lodigiano","Lodi",3,0,3,9.58096352,45.16922848
"950","Ospitaletto","Brescia",82,82,82,10.07517023,45.55686172
"951","Ossago Lodigiano","Lodi",2,0,2,9.53647968,45.2448653
"952","Ossimo","Brescia",3,0,3,10.22847608,45.94575301
"953","Ossona","Milano",12,12,12,8.89458275,45.50398861
"954","Ostiano","Cremona",28,28,28,10.24873256,45.22180341
"955","Ostiglia","Mantova",18,0,18,11.13143318,45.06890884
"956","Ottobiano","Pavia",24,24,24,8.8321528,45.15127105
"957","Ozzero","Milano",2,0,2,8.92292595,45.36877272
"958","Padenghe sul Garda","Brescia",20,20,20,10.508363,45.50945065
"959","Paderno d'Adda","Lecco",16,16,16,9.44739335,45.68024814
"960","Paderno Dugnano","Milano",88,59,88,9.16606767,45.5685516
"961","Paderno Franciacorta","Brescia",14,14,14,10.07776175,45.5904088
"962","Paderno Ponchielli","Cremona",14,14,14,9.92758336,45.23876047
"963","Pagazzano","Bergamo",16,16,16,9.67331479,45.53359411
"964","Pagnona","Lecco",1,0,1,9.40244417,46.05981895
"965","Paisco Loveno","Brescia",0,0,0,10.29275715,46.07887268
"966","Paitone","Brescia",5,1,5,10.39994355,45.55300477
"967","Paladina","Bergamo",52,52,52,9.60637977,45.72721062
"968","Palazzago","Bergamo",20,20,20,9.53730572,45.75122637
"969","Palazzo Pignano","Cremona",18,18,18,9.57793306,45.38905006
"970","Palazzolo sull'Oglio","Brescia",200,200,200,9.88582148,45.59847763
"971","Palestro","Pavia",3,0,3,8.53467742,45.30584066
"972","Palosco","Bergamo",74,74,74,9.83787414,45.58347493
"973","Pancarana","Pavia",2,0,2,9.05106462,45.07522925
"974","Pandino","Cremona",94,94,94,9.55269092,45.40668143
"975","Pantigliate","Milano",11,4,11,9.35392876,45.43969396
"976","Parabiago","Milano",66,66,66,8.95238691,45.55801413
"977","Paratico","Brescia",6,0,6,9.95761989,45.66159516
"978","Parona","Pavia",14,14,14,8.74981845,45.28261312
"979","Parre","Bergamo",5,0,5,9.89189745,45.87706854
"980","Parzanica","Bergamo",0,0,0,10.03589843,45.73811128
"981","Paspardo","Brescia",0,0,0,10.37106349,46.02986988
"982","Passirano","Brescia",52,52,52,10.06402728,45.59815323
"983","Pasturo","Lecco",3,0,3,9.44344209,45.95138347
"984","Paullo","Milano",48,48,48,9.39939608,45.41702165
"985","Pavia","Pavia",280,280,280,9.16015719,45.18509264
"986","Pavone del Mella","Brescia",7,0,7,10.20804853,45.30332169
"987","Pedrengo","Bergamo",80,80,80,9.7341355,45.69842976
"988","Pegognaga","Mantova",30,30,30,10.85904901,44.99610137
"989","Peia","Bergamo",36,36,36,9.8970755,45.79967397
"990","Perledo","Lecco",4,0,4,9.29557182,46.01528711
"991","Pero","Milano",19,7,19,9.08902213,45.51080482
"992","Persico Dosimo","Cremona",3,0,3,10.10335531,45.18462151
"993","Pertica Alta","Brescia",3,0,3,10.34429218,45.74264899
"994","Pertica Bassa","Brescia",1,0,1,10.37304046,45.75333445
"995","Pescarolo ed Uniti","Cremona",4,0,4,10.18509595,45.19704222
"996","Pescate","Lecco",2,0,2,9.3945408,45.82997355
"997","Peschiera Borromeo","Milano",82,82,82,9.31109409,45.43176867
"998","Pessano con Bornago","Milano",50,50,50,9.38762275,45.55027632
"999","Pessina Cremonese","Cremona",1,0,1,10.24812085,45.18504294
"1000","Pezzaze","Brescia",14,14,14,10.23921621,45.77493143
"1001","Pian Camuno","Brescia",22,22,22,10.15748085,45.8437174
"1002","Piancogno","Brescia",40,40,40,10.22051406,45.91880417
"1003","Pianello del Lario","Como",3,0,3,9.27647456,46.10038478
"1004","Pianengo","Cremona",14,14,14,9.69280925,45.40046685
"1005","Pianico","Bergamo",2,0,2,10.04353627,45.81099519
"1006","Piantedo","Sondrio",3,0,3,9.43150447,46.13392594
"1007","Piario","Bergamo",2,0,2,9.92643911,45.89596376
"1008","Piateda","Sondrio",7,0,7,9.93888683,46.15975234
"1009","Piazza Brembana","Bergamo",6,2,6,9.67734981,45.94631547
"1010","Piazzatorre","Bergamo",1,0,1,9.68557205,45.99001243
"1011","Piazzolo","Bergamo",0,0,0,9.67228091,45.97907415
"1012","Pieranica","Cremona",3,0,3,9.61072341,45.42516414
"1013","Pietra de' Giorgi","Pavia",2,0,2,9.22976461,45.0208258
"1014","Pieve Albignola","Pavia",1,0,1,8.96031338,45.11312662
"1015","Pieve d'Olmi","Cremona",3,0,3,10.12205833,45.09182746
"1016","Pieve del Cairo","Pavia",10,10,10,8.80510102,45.04897446
"1017","Pieve Emanuele","Milano",18,6,18,9.19968696,45.35117871
"1018","Pieve Fissiraga","Lodi",1,0,1,9.45925148,45.2626919
"1019","Pieve Porto Morone","Pavia",16,16,16,9.43845739,45.11250986
"1020","Pieve San Giacomo","Cremona",2,0,2,10.18674451,45.12808126
"1021","Pinarolo Po","Pavia",22,22,22,9.1648143,45.06602995
"1022","Pioltello","Milano",128,128,128,9.32813782,45.49677508
"1023","Pisogne","Brescia",72,72,72,10.10889801,45.80480282
"1024","Piubega","Mantova",5,0,5,10.53502787,45.2275724
"1025","Piuro","Sondrio",12,12,12,9.4208521,46.32946842
"1026","Pizzale","Pavia",1,0,1,9.04731478,45.03431401
"1027","Pizzighettone","Cremona",90,90,90,9.78313165,45.18664763
"1028","Plesio","Como",0,0,0,9.22786354,46.04417749
"1029","Poggio Rusco","Mantova",17,4,17,11.11882241,44.97742721
"1030","Poggiridenti","Sondrio",4,0,4,9.92865687,46.17586738
"1031","Pogliano Milanese","Milano",32,32,32,8.99355069,45.53725726
"1032","Pognana Lario","Como",2,0,2,9.15783719,45.87739682
"1033","Pognano","Bergamo",3,0,3,9.6419947,45.58590063
"1034","Polaveno","Brescia",6,2,6,10.12424826,45.66119599
"1035","Polpenazze del Garda","Brescia",4,1,4,10.50463489,45.5471873
"1036","Pompiano","Brescia",22,22,22,9.9871549,45.43278121
"1037","Pomponesco","Mantova",8,2,8,10.59041521,44.92807036
"1038","Poncarale","Brescia",34,34,34,10.17396244,45.46051196
"1039","Ponna","Como",1,0,1,9.09401197,45.98963883
"1040","Ponte di Legno","Brescia",16,16,16,10.5114586,46.25647207
"1041","Ponte in Valtellina","Sondrio",12,12,12,9.97748966,46.17438989
"1042","Ponte Lambro","Como",10,10,10,9.22491745,45.82699345
"1043","Ponte Nizza","Pavia",3,1,3,9.09737005,44.85187405
"1044","Ponte Nossa","Bergamo",4,1,4,9.88739539,45.86954276
"1045","Ponte San Pietro","Bergamo",160,160,160,9.5869042,45.69898952
"1046","Ponteranica","Bergamo",58,58,58,9.6547591,45.73073708
"1047","Pontevico","Brescia",15,3,15,10.08503009,45.27359729
"1048","Ponti sul Mincio","Mantova",1,0,1,10.68746271,45.41155546
"1049","Pontida","Bergamo",34,34,34,9.50045312,45.73147772
"1050","Pontirolo Nuovo","Bergamo",10,0,10,9.56780777,45.5686725
"1051","Pontoglio","Brescia",68,68,68,9.85265228,45.57062305
"1052","Porlezza","Como",16,16,16,9.11981421,46.03641282
"1053","Portalbera","Pavia",3,0,3,9.32259546,45.0994069
"1054","Porto Ceresio","Varese",14,14,14,8.90627938,45.90401736
"1055","Porto Mantovano","Mantova",46,46,46,10.79001314,45.18877514
"1056","Porto Valtravaglia","Varese",6,2,6,8.68034374,45.96082147
"1057","Postalesio","Sondrio",3,0,3,9.77656146,46.17378415
"1058","Pozzaglio ed Uniti","Cremona",3,0,3,10.04846986,45.20096583
"1059","Pozzo d'Adda","Milano",6,0,6,9.49955002,45.57394857
"1060","Pozzolengo","Brescia",24,24,24,10.62709464,45.40285678
"1061","Pozzuolo Martesana","Milano",10,3,10,9.45199534,45.51240233
"1062","Pradalunga","Bergamo",90,90,90,9.78432737,45.74796639
"1063","Pralboino","Brescia",6,0,6,10.21488169,45.26809429
"1064","Prata Camportaccio","Sondrio",9,0,9,9.39499831,46.30639156
"1065","Predore","Bergamo",34,34,34,10.01950385,45.68066321
"1066","Pregnana Milanese","Milano",11,0,11,9.01001946,45.51743762
"1067","Premana","Lecco",4,0,4,9.42310564,46.05223653
"1068","Premolo","Bergamo",3,0,3,9.8753348,45.86859604
"1069","Preseglie","Brescia",4,0,4,10.3929298,45.66534492
"1070","Presezzo","Bergamo",40,40,40,9.56670539,45.69162228
"1071","Prevalle","Brescia",26,26,26,10.42121638,45.54705532
"1072","Primaluna","Lecco",3,0,3,9.42946587,45.98688109
"1073","Proserpio","Como",2,0,2,9.24886541,45.82765082
"1074","Provaglio d'Iseo","Brescia",12,5,12,10.04214968,45.63777633
"1075","Provaglio Val Sabbia","Brescia",1,0,1,10.43392813,45.68857672
"1076","Pumenengo","Bergamo",1,0,1,9.86772503,45.48030174
"1077","Pusiano","Como",1,0,1,9.28214374,45.8147783
"1078","Quingentole","Mantova",3,0,3,11.04575205,45.0398812
"1079","Quintano","Cremona",1,0,1,9.61843663,45.42024179
"1080","Quinzano d'Oglio","Brescia",110,110,110,10.00872258,45.31368546
"1081","Quistello","Mantova",28,28,28,10.98043645,45.00906722
"1082","Rancio Valcuvia","Varese",1,0,1,8.77019605,45.91632586
"1083","Ranco","Varese",3,0,3,8.57472943,45.79845478
"1084","Ranica","Bergamo",52,52,52,9.71460508,45.72696442
"1085","Ranzanico","Bergamo",3,0,3,9.93612409,45.78860457
"1086","Rea","Pavia",2,0,2,9.15434003,45.11386906
"1087","Redavalle","Pavia",3,0,3,9.20401766,45.03773197
"1088","Redondesco","Mantova",4,0,4,10.51284971,45.16667057
"1089","Remedello","Brescia",9,2,9,10.37196398,45.27889584
"1090","Renate","Monza e della Brianza",5,0,5,9.28467408,45.72266094
"1091","Rescaldina","Milano",27,7,27,8.94754597,45.61654739
"1092","Retorbido","Pavia",8,8,8,9.03634536,44.94922806
"1093","Rezzago","Como",0,0,0,9.2486021,45.8667268
"1094","Rezzato","Brescia",68,68,68,10.31849233,45.51341274
"1095","Rho","Milano",168,168,168,9.04021698,45.52890587
"1096","Ricengo","Cremona",3,0,3,9.72366022,45.40554807
"1097","Ripalta Arpina","Cremona",2,0,2,9.72730407,45.30163222
"1098","Ripalta Cremasca","Cremona",24,24,24,9.69085968,45.33548635
"1099","Ripalta Guerina","Cremona",1,0,1,9.70454366,45.30599095
"1100","Riva di Solto","Bergamo",1,0,1,10.03938351,45.77417492
"1101","Rivanazzano Terme","Pavia",14,14,14,9.01644721,44.93053102
"1102","Rivarolo del Re ed Uniti","Cremona",6,6,6,10.4687891,45.0278583
"1103","Rivarolo Mantovano","Mantova",26,26,26,10.43101188,45.07056103
"1104","Rivolta d'Adda","Cremona",56,56,56,9.51356807,45.46963995
"1105","Robbiate","Lecco",26,26,26,9.4398135,45.68882431
"1106","Robbio","Pavia",20,20,20,8.5939575,45.28911604
"1107","Robecchetto con Induno","Milano",8,0,8,8.76291649,45.53494485
"1108","Robecco d'Oglio","Cremona",8,0,8,10.07860016,45.26006795
"1109","Robecco Pavese","Pavia",0,0,0,9.14865428,45.04842105
"1110","Robecco sul Naviglio","Milano",18,18,18,8.8904062,45.43756541
"1111","Rocca Susella","Pavia",2,0,2,9.09596542,44.91275863
"1112","Roccafranca","Brescia",40,40,40,9.9119846,45.46414262
"1113","Rodano","Milano",8,8,8,9.35708365,45.47318177
"1114","Rodengo Saiano","Brescia",15,5,15,10.10929589,45.6005875
"1115","Rodero","Como",1,0,1,8.91338826,45.82263059
"1116","Rodigo","Mantova",24,24,24,10.62430268,45.19935682
"1117","Roè Volciano","Brescia",20,20,20,10.49404,45.62400951
"1118","Rogeno","Lecco",10,10,10,9.26696362,45.78331911
"1119","Rogno","Bergamo",7,0,7,10.13343949,45.85782003
"1120","Rogolo","Sondrio",1,0,1,9.48792786,46.13629947
"1121","Romagnese","Pavia",16,16,16,9.3294808,44.83722972
"1122","Romanengo","Cremona",42,42,42,9.78545791,45.37734979
"1123","Romano di Lombardia","Bergamo",188,188,188,9.75316933,45.51945126
"1124","Ronago","Como",1,0,1,8.98249961,45.82976518
"1125","Roncadelle","Brescia",72,72,72,10.1513087,45.5280621
"1126","Roncaro","Pavia",2,0,2,9.27692361,45.22572761
"1127","Roncello","Monza e della Brianza",6,0,6,9.45696238,45.60488013
"1128","Ronco Briantino","Monza e della Brianza",14,14,14,9.4007211,45.66777504
"1129","Roncobello","Bergamo",3,0,3,9.74782375,45.95643792
"1130","Roncoferraro","Mantova",28,28,28,10.95100592,45.13324175
"1131","Roncola","Bergamo",0,0,0,9.56102894,45.76925026
"1132","Rosasco","Pavia",4,0,4,8.57927243,45.25030244
"1133","Rosate","Milano",16,16,16,9.01680511,45.3483508
"1134","Rota d'Imagna","Bergamo",14,14,14,9.51152824,45.83414786
"1135","Rovato","Brescia",28,10,28,9.99763789,45.56808537
"1136","Rovellasca","Como",17,7,17,9.0522964,45.66794466
"1137","Rovello Porro","Como",14,0,14,9.03981948,45.65439932
"1138","Roverbella","Mantova",30,30,30,10.76451212,45.26503872
"1139","Rovescala","Pavia",4,0,4,9.35012702,45.01374627
"1140","Rovetta","Bergamo",8,0,8,9.98490261,45.89111129
"1141","Rozzano","Milano",144,144,144,9.15292695,45.38101963
"1142","Rudiano","Brescia",6,0,6,9.88423225,45.4885185
"1143","Sabbio Chiese","Brescia",24,24,24,10.41553263,45.65676279
"1144","Sabbioneta","Mantova",24,24,24,10.48991359,44.99975993
"1145","Sala Comacina","Como",16,16,16,9.16599583,45.9642622
"1146","Sale Marasino","Brescia",60,60,60,10.11288737,45.71409232
"1147","Salerano sul Lambro","Lodi",3,0,3,9.38568468,45.29456749
"1148","Salò","Brescia",52,52,52,10.5323114,45.60713769
"1149","Saltrio","Varese",10,10,10,8.92438188,45.87355994
"1150","Salvirola","Cremona",1,0,1,9.78035753,45.35457978
"1151","Samarate","Varese",25,14,25,8.78259875,45.63092833
"1152","Samolaco","Sondrio",7,0,7,9.39512316,46.24421886
"1153","San Bartolomeo Val Cavargna","Como",2,0,2,9.14622273,46.08250497
"1154","San Bassano","Cremona",18,18,18,9.81348816,45.24650968
"1155","San Benedetto Po","Mantova",36,36,36,10.92848767,45.04107354
"1156","San Cipriano Po","Pavia",2,0,2,9.2808622,45.10908756
"1157","San Colombano al Lambro","Milano",70,70,70,9.48925035,45.18132946
"1158","San Damiano al Colle","Pavia",1,0,1,9.34857225,45.0271211
"1159","San Daniele Po","Cremona",10,10,10,10.17634391,45.06726612
"1160","San Donato Milanese","Milano",94,94,94,9.26614911,45.4169621
"1161","San Felice del Benaco","Brescia",12,12,12,10.55377221,45.58275139
"1162","San Fermo della Battaglia","Como",14,0,14,9.0485,45.8096
"1163","San Fiorano","Lodi",16,16,16,9.72191772,45.13593789
"1164","San Genesio ed Uniti","Pavia",8,8,8,9.17987326,45.232849
"1165","San Gervasio Bresciano","Brescia",20,20,20,10.14967036,45.30601971
"1166","San Giacomo delle Segnate","Mantova",6,2,6,11.03316413,44.97181021
"1167","San Giacomo Filippo","Sondrio",0,0,0,9.37042769,46.33714147
"1168","San Giorgio di Lomellina","Pavia",4,0,4,8.79111791,45.17380714
"1169","San Giorgio su Legnano","Milano",22,22,22,8.9164757,45.57653352
"1170","San Giovanni Bianco","Bergamo",94,94,94,9.65182322,45.87456477
"1171","San Giovanni del Dosso","Mantova",2,0,2,11.08112346,44.96608634
"1172","San Giovanni in Croce","Cremona",12,12,12,10.378411,45.07745004
"1173","San Giuliano Milanese","Milano",138,138,138,9.28492451,45.40022835
"1174","San Martino dall'Argine","Mantova",6,6,6,10.52014901,45.10070268
"1175","San Martino del Lago","Cremona",0,0,0,10.31565993,45.07242871
"1176","San Martino in Strada","Lodi",26,26,26,9.53053223,45.27079119
"1177","San Martino Siccomario","Pavia",9,0,9,9.13451976,45.15715963
"1178","San Nazzaro Val Cavargna","Como",0,0,0,9.13064701,46.08922511
"1179","San Paolo","Brescia",38,38,38,10.02462174,45.37129663
"1180","San Paolo d'Argon","Bergamo",5,0,5,9.80174843,45.6876352
"1181","San Pellegrino Terme","Bergamo",96,96,96,9.66330535,45.83833313
"1182","San Rocco al Porto","Lodi",44,44,44,9.6982919,45.08047376
"1183","San Siro","Como",4,0,4,9.25851049,46.0552164
"1184","San Vittore Olona","Milano",28,28,28,8.94382391,45.58760398
"1185","San Zeno Naviglio","Brescia",9,0,9,10.21455357,45.4913425
"1186","San Zenone al Lambro","Milano",16,16,16,9.35836311,45.32647936
"1187","San Zenone al Po","Pavia",3,0,3,9.36114462,45.10854539
"1188","Sangiano","Varese",2,0,2,8.63179044,45.8762912
"1189","Sannazzaro de' Burgondi","Pavia",18,1,18,8.90828982,45.10316308
"1190","Sant'Angelo Lodigiano","Lodi",100,100,100,9.40957845,45.23811718
"1191","Sant'Angelo Lomellina","Pavia",2,0,2,8.6431448,45.2466213
"1192","Sant'Omobono Terme","Bergamo",7,0,7,9.5187,45.8168
"1193","Santa Brigida","Bergamo",16,16,16,9.6234368,45.9812844
"1194","Santa Cristina e Bissone","Pavia",4,0,4,9.40113574,45.15679448
"1195","Santa Giuletta","Pavia",20,20,20,9.18159447,45.03384034
"1196","Santa Margherita di Staffora","Pavia",1,0,1,9.24055817,44.77079137
"1197","Santa Maria della Versa","Pavia",6,0,6,9.29994477,44.9846895
"1198","Santa Maria Hoè","Lecco",3,0,3,9.37150125,45.74363037
"1199","Santo Stefano Lodigiano","Lodi",3,0,3,9.74305379,45.12207369
"1200","Santo Stefano Ticino","Milano",16,16,16,8.91935219,45.48778115
"1201","Sarezzo","Brescia",78,78,78,10.20297691,45.65378299
"1202","Sarnico","Bergamo",74,74,74,9.95835303,45.66799802
"1203","Saronno","Varese",94,94,94,9.03640459,45.62373958
"1204","Sartirana Lomellina","Pavia",14,14,14,8.66185489,45.11434048
"1205","Saviore dell'Adamello","Brescia",3,0,3,10.39820737,46.08049071
"1206","Scaldasole","Pavia",4,0,4,8.91019032,45.12493797
"1207","Scandolara Ravara","Cremona",22,22,22,10.30212945,45.05308515
"1208","Scandolara Ripa d'Oglio","Cremona",2,0,2,10.15714461,45.22170438
"1209","Scanzorosciate","Bergamo",166,166,166,9.73679641,45.71186891
"1210","Schignano","Como",4,0,4,9.10236459,45.92790729
"1211","Schilpario","Bergamo",30,30,30,10.15451561,46.00956474
"1212","Schivenoglia","Mantova",26,26,26,11.07747756,44.99115212
"1213","Secugnago","Lodi",4,0,4,9.59141693,45.23034457
"1214","Sedriano","Milano",44,44,44,8.97088206,45.48755545
"1215","Sedrina","Bergamo",7,0,7,9.62345823,45.77991523
"1216","Segrate","Milano",98,98,98,9.29293241,45.49082418
"1217","Sellero","Brescia",3,0,3,10.33811802,46.06872235
"1218","Selvino","Bergamo",38,38,38,9.75012725,45.78074838
"1219","Semiana","Pavia",1,0,1,8.72970509,45.13736987
"1220","Senago","Milano",35,18,35,9.11743158,45.57519908
"1221","Seniga","Brescia",3,0,3,10.17716028,45.24361392
"1222","Senna Comasco","Como",3,0,3,9.10732605,45.76332515
"1223","Senna Lodigiana","Lodi",26,26,26,9.59358479,45.1472491
"1224","Seregno","Monza e della Brianza",77,35,77,9.20176594,45.65021257
"1225","Sergnano","Cremona",6,0,6,9.70478826,45.42811556
"1226","Seriate","Bergamo",268,268,268,9.71764216,45.68353578
"1227","Serina","Bergamo",36,36,36,9.73009145,45.87138372
"1228","Serle","Brescia",18,18,18,10.36886737,45.56174398
"1229","Sermide e Felonica","Mantova",54,54,54,11.2989691,45.00602954
"1230","Sernio","Sondrio",1,0,1,10.20332533,46.22510846
"1231","Serravalle a Po","Mantova",5,0,5,11.07981063,45.06565239
"1232","Sesto Calende","Varese",19,10,19,8.63164235,45.72379362
"1233","Sesto ed Uniti","Cremona",20,20,20,9.91670824,45.17550294
"1234","Sesto San Giovanni","Milano",244,244,244,9.23651246,45.53352962
"1235","Settala","Milano",12,12,12,9.38688134,45.45468517
"1236","Settimo Milanese","Milano",46,46,46,9.05677434,45.48074151
"1237","Seveso","Monza e della Brianza",66,66,66,9.13851214,45.64735185
"1238","Silvano Pietra","Pavia",1,0,1,8.94817867,45.03996573
"1239","Sirmione","Brescia",19,3,19,10.60946835,45.46231487
"1240","Sirone","Lecco",4,0,4,9.3236466,45.77254626
"1241","Sirtori","Lecco",3,0,3,9.33386291,45.73527762
"1242","Siziano","Pavia",20,20,20,9.19872487,45.32016711
"1243","Soiano del Lago","Brescia",6,0,6,10.51363282,45.53667141
"1244","Solaro","Milano",34,34,34,9.0795197,45.61677245
"1245","Solarolo Rainerio","Cremona",12,12,12,10.3570868,45.08126027
